"","subject","exercise","fbodyacceljerkmeanx","fbodyacceljerkmeany","fbodyacceljerkmeanz","fbodyacceljerkstandarddeviationx","fbodyacceljerkstandarddeviationy","fbodyacceljerkstandarddeviationz","fbodyaccelmagnitudemean","fbodyaccelmagnitudestandarddeviation","fbodyaccelmeanx","fbodyaccelmeany","fbodyaccelmeanz","fbodyaccelstandarddeviationx","fbodyaccelstandarddeviationy","fbodyaccelstandarddeviationz","fbodybodyacceljerkmagnitudemean","fbodybodyacceljerkmagnitudestandarddeviation","fbodybodygyrojerkmagnitudemean","fbodybodygyrojerkmagnitudestandarddeviation","fbodybodygyromagnitudemean","fbodybodygyromagnitudestandarddeviation","fbodygyromeanx","fbodygyromeany","fbodygyromeanz","fbodygyrostandarddeviationx","fbodygyrostandarddeviationy","fbodygyrostandarddeviationz","tbodyacceljerkmagnitudemean","tbodyacceljerkmagnitudestandarddeviation","tbodyacceljerkmeanx","tbodyacceljerkmeany","tbodyacceljerkmeanz","tbodyacceljerkstandarddeviationx","tbodyacceljerkstandarddeviationy","tbodyacceljerkstandarddeviationz","tbodyaccelmagnitudemean","tbodyaccelmagnitudestandarddeviation","tbodyaccelmeanz","tbodyaccelstandarddeviationx","tbodyaccelstandarddeviationy","tbodyaccelstandarddeviationz","tbodygyrojerkmagnitudemean","tbodygyrojerkmagnitudestandarddeviation","tbodygyrojerkmeanx","tbodygyrojerkmeany","tbodygyrojerkmeanz","tbodygyrojerkstandarddeviationx","tbodygyrojerkstandarddeviationy","tbodygyrojerkstandarddeviationz","tbodygyromagnitudemean","tbodygyromagnitudestandarddeviation","tbodygyromeanx","tbodygyromeany","tbodygyromeanz","tbodygyrostandarddeviationx","tbodygyrostandarddeviationy","tbodygyrostandarddeviationz","tgravityaccelmagnitudemean","tgravityaccelmagnitudestandarddeviation","tgravityaccelmeanx","tgravityaccelmeany","tgravityaccelmeanz","tgravityaccelstandarddeviationx","tgravityaccelstandarddeviationy","tgravityaccelstandarddeviationz"
"11",2,"WALKING_DOWNSTAIRS",-0.0136820939787234,-0.021285784,-0.0795128712425532,-0.0614506544361702,-0.0340912674680851,-0.0412037627446808,-0.12011136042766,-0.122846479106383,-0.0609001625723404,-0.0696653241,-0.0831744071595745,-0.0757494889234043,-0.0349395456,-0.0435193585531915,-0.112515636495745,-0.0951394265744681,-0.0913036899574468,-0.0994345732553192,-0.0836128475531915,-0.110718036812766,-0.0670760167659575,-0.0599733080212766,-0.0412196596553192,-0.0625341416893617,-0.0887430915531915,-0.0781011143468085,-0.129953302395745,-0.0949056177957447,-0.19613822832766,-0.147549948034043,-0.156517559042553,-0.188836768617021,-0.155192202985106,-0.18066853087234,-0.118903170340426,-0.106176744814894,-0.11676980395383,-0.139654040531915,-0.13297640157234,-0.125720187574468,-0.0587337913319149,-0.0590336554361702,-0.167365220919787,-0.177215000974468,-0.138191432351064,-0.115641777914894,-0.140102141242553,-0.141794592978723,-0.0946508826808511,-0.0794680292978723,-0.154299845821277,-0.129922465474468,-0.135774261217021,-0.168618714919149,-0.181695485997872,-0.141833037287234,-0.128582708887234,-0.163281694687234,-0.139667379191489,-0.185605007942553,-0.192473050276596,-0.228941157276596,-0.170280376787234,-0.142476018729787
"12",2,"WALKING_UPSTAIRS",-0.3550332083125,-0.349183428916667,-0.3562017,-0.35117029194375,-0.3268796024375,-0.314860352804167,-0.289686346375,-0.29604992618125,-0.367063058376042,-0.3354824208375,-0.324246664083333,-0.314464732825,-0.325428610291667,-0.347263292625,-0.26794221026875,-0.244961147685417,-0.301494082645833,-0.262197646416667,-0.2959263823125,-0.270847104916667,-0.3056922564375,-0.307509141708333,-0.334719970485,-0.328153216160417,-0.319439804385417,-0.3234165968125,-0.328153015497917,-0.324278170104167,-0.215344696220833,-0.200787193422917,-0.254461306145833,-0.246822593083333,-0.236987476166667,-0.251346758691667,-0.292646520875,-0.352688810372917,-0.232520744083333,-0.223117066120833,-0.194383926916667,-0.189652575554167,-0.358758681702083,-0.3392690850125,-0.269407849058542,-0.261714956185417,-0.269029085854167,-0.234852762939583,-0.296488875145833,-0.292960617395833,-0.323271865583333,-0.3333077813125,-0.253079215672917,-0.232786767977083,-0.244394073597917,-0.25406871805625,-0.248197387241667,-0.262136229541667,-0.360906068291667,-0.345309056516667,-0.2370661301875,-0.212706224920833,-0.171355920477083,-0.192871475520833,-0.167812371172917,-0.1881075284375
"13",3,"LAYING",-0.716450773927419,-0.728859228275806,-0.744716231525806,-0.746309002069355,-0.737316406885484,-0.727462412573234,-0.769175925653226,-0.76112067966129,-0.787217902212903,-0.766520278593548,-0.760387815945,-0.771105301206452,-0.764509136037097,-0.737523106104839,-0.756773876112903,-0.751498743451613,-0.739801493129032,-0.740806955290323,-0.752500362032258,-0.742080615177419,-0.739136289920968,-0.754123758037097,-0.751913667790323,-0.757379641920484,-0.752408669870968,-0.774320958456452,-0.782672340935484,-0.792819257667742,-0.749410017983871,-0.756474698435484,-0.789803659864516,-0.776407322820968,-0.76720938265,-0.763153804119355,-0.795287212154839,-0.797052574203226,-0.742220747709677,-0.743603043895161,-0.7450215785,-0.750420862225806,-0.779278126120968,-0.791673551424194,-0.76865628866129,-0.769377464920968,-0.76269883773871,-0.765975346824194,-0.767254041948387,-0.768724991580645,-0.794344502820968,-0.797342076079032,-0.779472965520968,-0.789636749091935,-0.770430353382258,-0.753488071806452,-0.750754383854839,-0.765849587533871,-0.797720169217742,-0.787558598908065,-0.748904183096774,-0.733980005854839,-0.731459556129032,-0.762945664193548,-0.75977164981129,-0.74323572538629
"14",3,"SITTING",-0.708212450807692,-0.692555402673077,-0.687798684230769,-0.702484666596154,-0.733870648269231,-0.75553741985,-0.711112114811538,-0.726804173807692,-0.718187434511538,-0.744762494944231,-0.698463123622885,-0.707710358190385,-0.717486752615385,-0.695969333173077,-0.717587572711539,-0.721035571396154,-0.735912622865385,-0.737305052134615,-0.743152742730769,-0.714645734288462,-0.75391136275,-0.715633296430769,-0.724369042588462,-0.735440920755769,-0.747302051519231,-0.743991802745192,-0.715287230186539,-0.708444709076923,-0.778993024192308,-0.754126948009615,-0.759294445113462,-0.753510237538462,-0.765254245538462,-0.763059621621154,-0.700567407942308,-0.729983630742308,-0.733613710367308,-0.727087742576923,-0.741915942269231,-0.772991340086538,-0.721428636188846,-0.729462126740385,-0.722126597065385,-0.724611322232692,-0.723640165978846,-0.724727540805769,-0.709613643688462,-0.722743811884615,-0.728213118,-0.721840288365385,-0.739631045094231,-0.727108797876923,-0.721949322755192,-0.720988754267308,-0.7372590731,-0.727213728167308,-0.746079665177692,-0.725966324711538,-0.780878047076923,-0.793904049469231,-0.761650814307692,-0.778649529076923,-0.765133719036538,-0.821301111690385
"15",3,"STANDING",-0.75164551665082,-0.758750230690164,-0.755024710695082,-0.756088467821311,-0.751438204673771,-0.742302706229508,-0.741076668129508,-0.731083180836066,-0.734690833836066,-0.722279544737705,-0.733339647934426,-0.767922926372295,-0.763577826155738,-0.768897924259016,-0.72647692004918,-0.734345609229508,-0.74036319127377,-0.745570804142623,-0.723875792180328,-0.746159574104918,-0.73133807804918,-0.741683214616393,-0.748934934721311,-0.746093183704918,-0.736565204065574,-0.732514474280328,-0.727064547422951,-0.72053676892459,-0.719206663901639,-0.733427959137705,-0.724106789065574,-0.73076585704918,-0.722279713754098,-0.727695062870492,-0.734886913062295,-0.737031211493443,-0.727780962147541,-0.736738893122951,-0.743940873344262,-0.743116404967213,-0.742167884629508,-0.742662688560656,-0.730456746644262,-0.752761650044262,-0.75416069512459,-0.761470288170492,-0.739005218609836,-0.737965554098721,-0.715440440139344,-0.737007413145902,-0.732608658213115,-0.736795061344262,-0.735692194627869,-0.733850464268852,-0.751739048183607,-0.737548970424754,-0.720725959531148,-0.72893998557377,-0.720588447737705,-0.722927978016393,-0.738833916295082,-0.744920551278689,-0.749359205754098,-0.733963492836066
"16",3,"WALKING",-0.299705632922414,-0.294823024917241,-0.313248045027586,-0.323977195117241,-0.306060080486724,-0.297390021306897,-0.324405189810345,-0.326254698344828,-0.306649390539655,-0.288118676206897,-0.291020035689655,-0.287748325610345,-0.298904508637931,-0.285117448956897,-0.330637765134483,-0.337466614672414,-0.338521652517241,-0.3264108704,-0.326574763141379,-0.342731124493103,-0.296886669727586,-0.301326287310345,-0.313105765310345,-0.30790282217069,-0.308984513031034,-0.288930315948276,-0.32127859312069,-0.305990950672414,-0.372298870116724,-0.351312236203621,-0.355807768403448,-0.375064819672414,-0.37432494854931,-0.3750892245,-0.348629985396552,-0.331624229258621,-0.351780260167241,-0.353281047791379,-0.369078322844828,-0.364997223051724,-0.305964228775862,-0.294099948744828,-0.356706929982759,-0.370119392931034,-0.338042606862069,-0.33256155637931,-0.337910513862069,-0.345011422137931,-0.301557860441379,-0.285066656172414,-0.384427424603448,-0.374354094103448,-0.381691636918966,-0.341356049603448,-0.340594999896552,-0.336986548103448,-0.328027141648276,-0.311195820160345,-0.381091868465517,-0.355862315815517,-0.349951923986207,-0.345968407362069,-0.360685129353448,-0.370251155044828
"17",3,"WALKING_DOWNSTAIRS",-0.27216217544898,-0.244846596540816,-0.279930994563265,-0.293042609253061,-0.248504768755102,-0.267722974183673,-0.209358335918367,-0.21643360345102,-0.253751935587755,-0.274466948183673,-0.286164647135245,-0.283169427265306,-0.299743607997959,-0.290626266828571,-0.2213306839,-0.238411717142857,-0.239300526040816,-0.214642489859184,-0.236098461126531,-0.215923662306122,-0.307298072489796,-0.316060534102041,-0.243788511140816,-0.277925705877551,-0.255828406346939,-0.215214990142857,-0.317825068055102,-0.273447353767347,-0.216598921414286,-0.179021388244694,-0.219949867508163,-0.219331308055102,-0.186522804438776,-0.208746623530612,-0.26951242455102,-0.271111715408163,-0.177189044669388,-0.216247017516122,-0.195096318157143,-0.17057430267551,-0.268260732918367,-0.26130768655102,-0.232125024683673,-0.256815259081633,-0.250425913797959,-0.263891168453061,-0.276314032659184,-0.291678676081633,-0.297498335326531,-0.309263473673469,-0.217661882636735,-0.196873650265306,-0.177580259673469,-0.21913333144898,-0.259508792469388,-0.261926693293878,-0.304280365146939,-0.296424102514286,-0.194812448744898,-0.209018928993878,-0.231947384693878,-0.200046238526531,-0.144777156383673,-0.187325942704082
"18",3,"WALKING_UPSTAIRS",-0.322784122135593,-0.340128275881356,-0.329614300932203,-0.341562887067797,-0.35579494120339,-0.344318261271186,-0.397535275632203,-0.396211482423729,-0.35912578240678,-0.373465640525424,-0.33236265440678,-0.350000958052542,-0.367949283605085,-0.341262575037288,-0.389089958148136,-0.416233879479661,-0.409959704386441,-0.368921249542373,-0.415141130661017,-0.412582968220339,-0.393287122249153,-0.383812174276271,-0.319583065528814,-0.344334183586441,-0.348428381067797,-0.383319377389831,-0.367521923661017,-0.390852118881356,-0.392247553844068,-0.415817356677966,-0.409020961722034,-0.375900778169492,-0.385068151983051,-0.371386774252542,-0.334312487745763,-0.324621224711864,-0.395182748542373,-0.41303067359661,-0.408118904644068,-0.444745293372881,-0.357699744044068,-0.346853928591356,-0.347626475033898,-0.339163042169492,-0.340558471661017,-0.347355446186441,-0.345358286745763,-0.310326212169492,-0.3944368225,-0.367461044118644,-0.362861642067797,-0.414584878457627,-0.383375356766102,-0.369359399779661,-0.372289217915254,-0.340687558166102,-0.322746881372881,-0.394135625220339,-0.431522889071186,-0.417976857779661,-0.391050681523729,-0.392725363898305,-0.401025794908475,-0.424190197033898
"19",4,"LAYING",-0.795325578840741,-0.804760242307407,-0.813603286131481,-0.763865184214815,-0.75249629007963,-0.755238478796296,-0.715840686444444,-0.711722965240741,-0.762812162387037,-0.795903668185185,-0.814516396861111,-0.839030114537037,-0.798384933362963,-0.783716868277778,-0.712257854064815,-0.71014285772037,-0.715966722567037,-0.721176604474074,-0.709115437860556,-0.723838877348148,-0.777133369201852,-0.770586936548148,-0.745335779811111,-0.745536981653704,-0.738546027925926,-0.722120815586852,-0.727175823592593,-0.733095689737037,-0.753055832944444,-0.788616498277778,-0.781467634592593,-0.789645471037037,-0.798148697430556,-0.789285570388889,-0.718147335633333,-0.726437581296296,-0.7449086807,-0.740894786944444,-0.742462751627778,-0.740727370581482,-0.759637121962963,-0.742890267518518,-0.726525320396296,-0.74073241292037,-0.725952980925926,-0.7362665135,-0.722899826294444,-0.718349065114815,-0.742656765394444,-0.745696719733333,-0.79165842262963,-0.768431409685185,-0.770922376185185,-0.778873329925926,-0.7818990491,-0.761445940023889,-0.726888182003704,-0.721603261932537,-0.754657595851852,-0.740422057712963,-0.768194754757407,-0.79487893297963,-0.775505497044444,-0.770613669851852
"20",4,"SITTING",-0.7659677117,-0.74466703802,-0.76259576482,-0.79814206438,-0.79156936436,-0.77738283696,-0.74953169692,-0.74763807059,-0.729194686786,-0.7416002215,-0.73220122022,-0.72225140368,-0.75805764747,-0.7575355229,-0.749955797688,-0.7232033534,-0.7143321765,-0.70751759076,-0.71032326516,-0.719249827364,-0.74745174964,-0.77270938534,-0.8182591792,-0.817928114838,-0.765321668802,-0.75755003432,-0.69093596462,-0.67477389404,-0.759467872456,-0.75019801046,-0.77389784214,-0.79082944162,-0.8178390935,-0.804456553414,-0.68248302578,-0.67826534454,-0.6988646811,-0.696540641146,-0.685160633754,-0.68779187036168,-0.687372745942,-0.699661182806,-0.778598096344,-0.77847144044,-0.756661457386,-0.746825973968,-0.7273727185134,-0.724440743824,-0.704707522,-0.72346238692,-0.813517119224,-0.8198128955468,-0.825656384842,-0.79095297596,-0.775177369488,-0.770412264998,-0.68714804623,-0.6774424602106,-0.7105857415532,-0.720918830295426,-0.6982089970362,-0.712103559878,-0.75746933322,-0.78141847236
